photo_id,business_id,caption,label
l4q0hd4WMUohr2PaH3yJfg,C9K3579SJgLPp0oAOM29wg,Cole Slaw,food
WZ0FgoDxrs0_9V3Fqv8XUw,AR5KMwr7SsXPyhBfF1QkdQ,,inside
BDPTSvw-E6-9ay1ebMWP9A,ifMu8oaLD0_Roi7r8G4x9w,,food
Czvtes5tmzWveiptb0E8fw,6FX09pOrazvGT9s6_nQ7CQ,,outside
2Gt33Ig-5Ln9hjF6UhPUhg,yTeH-Xqp2qob651GU6aE7Q,Front,outside
uD4ygjeF4qrE60KmxoO_QA,g04aAvgol7IW8buqSbT4xA,Specials,outside
OufGE3HUM5KeqYwqq_FPpQ,o1DuWXCV_kg_mSqNOxUdew,,food
_1fKRcBr04FnbLwUTt2sBw,K_s-9Wd6vXSfnxYFzhE0Kw,"Spicy Salmon, Spicy Tuna, Eagles Roll ~",food
kIPD4cjK9KZXUb0QUwufDQ,IFF5jFfQwKRwL2Vd28BCTQ,,food
QyifBo4hpJxxvNbKdDoA8g,W-LtYDGHDF6j0I_810hzuA,4 piece fried chicken with fries,food
-hzX0XsyqJeks8iclmVLIQ,L_spYpnf75W6mQcIY-6OBA,Garlic Mushroom Soup,food
CkbNrx-MVSTTeEAqtIBYbw,Tl24lMv2aCuLs4u45NquJQ,,food
GWJw-wiu52KJ_NaZPgpObg,FyDQ8QKKjmBKagZ2GhNb8Q,,drink
ymwEp9X82jdk8ogc1TvMvg,6HTGlttrzCMsuGBHO1ZGiw,,food
NMkxoDABSdYs2DttOGICfw,6jr6xW05PcKutwr5lbVVAg,,food
km9hzRB9i1hJLO-OPJAZ_A,4R9yCV8nQaIC5lckgE4fSg,Egg drop soup,food
c8E1t-IJM00H5wfn_LvxjA,rkZsld6EP8r_iYRba7ug8Q,Around the fire pit,outside
1eBoOfL2khlIfDIfawimDQ,YVy2DgGfNmG5hWYbA7k8jg,"Mac and cheese, cauliflower, kale salad, fries, latte",food
XmPDtZqxWdO_BF6c5DyStA,SJIQFKTW6uUsOo29w9IHxw,"Christina, sorry I could post the video",inside
pJuxtHWMZtcFiMVv713r_w,j8JOZvfeHEfUWq3gEz6ABQ,,outside
JGNbAukGFZ-wvUIVlwTw4w,hgyKTNWEP8eeTdUm61bUrw,,food
irJoawbWb7wGa_FufVvVgg,5K9oTIa83359gJKHyFPcJQ,Kimcheese fish tacos,food
xa59OYaOdo71KZAVt0T99Q,eBadstkXafVkRxZTL1Ya6A,Best Carrot Cake in NJ.... Period!!,food
QqJuOrcijegZAkH-KX2LJQ,lPPYZr1_jx0XeW-xR9WJtw,,drink
otBgt-RCtAz1E03gMCUgyA,TcNZXteosegb1RO4O5hREw,Shrimp Po'Boy & Pepper Jack Cheese Fries,food
7GxI6XfnWr30YdFsU-yfPg,h0vaA8cPdjabzotwa6BsyA,,outside
NRbmZ93RcHNcYu3SBvlv_w,DqVpNtgFCP47n6frh-LREA,Glass of sangria and a Cadillac,drink
Vvzv6rPkDP6XF7xLbNneUA,DCb_WRnRaLuQ4Ozga-RduQ,"""Fries""",food
vVpVTttmdsDZzL8xwBTwMg,e4iAF4nM2I5CUulBm4OrSQ,Great atmosphere.,inside
Es2HPu6IsjRdUTxE6G7rRQ,QCZD4h64f1QbTMn0MT-i5A,Omg this was the best drag show ever! Sunday's at 9pm!!,inside
WfF1Q38RiMO4Sc2lUvPYeA,al3Ri6TEqa2rBzjHsn0T_g,Making crepes,inside
xcVySzPx_Fp3egb2Y1i_4g,_h94BxrrFKPvzUIRx3Xkhg,,food
d7Eho3gR_t7oy6Mek7YhWQ,ikONTzFKwachQtFtoMGeIQ,,outside
boqzlchnzfHu4sFwDkhLWA,iksVwRfpWymIUUFqw0tXpw,,inside
HI5mg1OwbNIgGyiYkC-Rug,XQoSWEyIGHMIZKxLZOpXSg,RSL Punch Bowls!  Share one with a friend... or not. ;),food
Yav7WUaV2a-V6bAgDlzP3A,9Uczm0SLoHhopacyKf3-1g,Caesar Salad With Grilled Chicken,food
5VHKFixm17uAGsZPvdKxLA,4SRl5od0lY33oK1GMbA23A,"Chocolate cake, soft serve and pecan pie. Everything was superb!!!!",food
0qLT_BIVF0fG4ZkTgxUM8Q,MIwTNx8qMJqjXZQcKQ8Z8g,"Fresh Market, located on Henderson Avenue in the Palma Ceia area of South Tampa",outside
siZdiDWU8KFll5SHMynhsg,n4PdRDOWgBOhke7AqCW3FA,inside,inside
Vr7tqPWD6Fzv7dRIQYnTcA,Tnjw1ykBy1INMWRJcZWhJw,The Union Mac Burger,food
4x5fy7UVUusmMKMhlj-vLQ,85HTEU6hNsdK4gv1A4Cfww,Coffee samples,inside
y3i3Qqf45QsXA95Gdtk9Ag,SBtjW_pKw3XaOKtKAavWZg,,food
NPcP_c0bW5RhMMACk9sJeg,J-ciDDEdIHMcChGIyKZnOg,,food
0s2y3ZOxG1SfTBTKUKFLLQ,mFdcvwmYS-m1eHIonnTQyQ,Best server evah!! Rhonda....we love you girl,inside
4Nfx4i4HkjY7-VkBKPvwNg,M6vaQ1leXrMHbVyyj0a_xw,,drink
KALbOc47U0h7wElfBaOvfQ,Q2T7jA5l-uZu78TwSgcE9g,,inside
6zszT4qyxc4p6HjFbf8fHg,dKLfvJaR-dCk84TCdTMWnA,,food
yrKQvLbk7OrtM30c9HLtpA,c_MsK_ra1MB1Q9KvZgNwww,Cool Signage From 50's,outside
raqqXISfXzJ_rsRopCeRsg,QCsVilspu6TxuwZMUTabFQ,,drink
cTwJUQzHVunFV_vrnMZ_ag,90pJu2O7fIEm_N31Fyue7A,,inside
O9GS52NWFqQU_HX2pmItfQ,wpmuB2jeDkczlmT0SNIFPA,,food
_fymIWSkVWtIGVQ2l51xFw,D88TqtyrAajR6n7eX-JsKg,,inside
CoF1ncDnjueO1iO7EjYuaw,GU8Qq1UpVEStKkNRYe-BZw,,inside
LzK9H1JKj9nCUDT89A8mtQ,tOTMNS_uyyZXBvuYJLXmYA,Pup Cup - Vanilla Custard and a doggy biscuit,food
n4iKNzrePOpU_1dWtKxvfA,KV5djUZnuPyWiLViMwjF_A,Bar located at the entrance.,inside
fhX09EzARvboOvNFyCdRSg,vUrTGX_7HxqeoQ_6QCVz6g,Baba ganoush and lamb hummus with pita,food
9nVHN6hD5JBr5ju4kLc3dw,hExi86DTBlmIhB2FLvqrHg,The wife and I,outside
p5-MXsoG6Ffh59ism9z6nA,dChRGpit9fM_kZK5pafNyA,Tuna,food
rT-OlDYP847OmbVMjzIFng,y1HgVnt4K5owmYXC5yXLGg,,food
iTKSiPNAPXRcSbdCuYia_A,gEJ3a8-m6VB827e6GHromw,Large Italian salad and veggie calzone,food
aiTjZeKzzwyzBadI5-BH9w,wRMdz34j57AUAQc28v9-hQ,,inside
DJofQv3LfCjlAseNZT7OpQ,GsT488GHjNdw6jA2f3QKqw,,food
3fKZfaCu86tIZ9yuPHwnZw,GmXC3CBu172Bkb0c6RnO7w,,food
B8U7V8YQPNGLs2_n8nQoJg,W7S0G6eLDFSoxVBpaU33Rg,,inside
FpINqvfHJ6qozaG3l9LZWg,0oSSjekU-3GR8gselReWnA,Sitting at the luxurious bar,inside
GUMvgGMDujtpoSyWvvXc3A,YjtziUCMEwEZNGHnGtTDdA,Drinks can be made in re usable drinkware!,food
xPg0P0STk-JMNW_Cwsnwog,2OXCAbz3x_MrQSYj1zarIA,,drink
mzueqiT9407wxDWobRKvLw,2aZNVfzU-3672SjRHnPoOA,,inside
9RdrkyrxgsogPVlTosvT8Q,W8fyKHzZX68SQWFvwq_JMQ,Cappuccino.,drink
lrRh_NhR8NBm_XCyxWQM-g,MSwNC4HmQmv2Hh8WYn2XqA,,inside
nIqd-mjJzinYHO0uJE_GBg,6TyzEgzDOhKa82UFjXFdwQ,"Father's Day weekend surf & turf special menu, Jun 12-14, 2-8PM.",food
SudTHKAuD4Myedc7eznIrw,qcn10016DUkbgCbQi9L1WA,IG @followthejung,inside
KWVxgBs8vsrlKm8fmcOchw,9ocQBw69M6V3N9LUafw2dg,Rocky Road 100 layer donut.,food
tPdjwwoTsRsGnjVjQUAkiQ,Jzb2IQSwPfULWzdl9Bq5fg,,food
rPYqIydLOIEp1HmVWtyUfg,a1u9Bxrq_fZxl2pgqQUcJA,Oysters,food
bU8EUdES9h5whiJDF7b__g,1ipr4W2ApXdAyOmRE4AIkQ,🍕🍕🍕🍕,food
HqIU2rEk_YFRg77WoqS-4Q,gsyyVQmvT9A2nAgUi7VUag,ramen and bahn mi,food
LA0LkbdGOUp-7sr2JbY5RA,31QjRfXZY3hLDbv8LVvjYg,,food
8Ci8YF3zsTOOB3APyjS57w,SDUHdtyCg-1jI5MZiC5mzw,Restaurant,inside
h_68Nun1ZK5e-Yg9D1a_xg,26jYcdFR5oLqKDKpTH0JIQ,Dessert,food
-qmuYafs7QlkB5OW463siQ,fOhnSqmO4XY5vSI8whVKSA,2012: Tofu capellini,food
YpSnyUt9nLrpckMxixUyVg,aIp7D41qhB-FgfBmYUgQTw,"Rice bowl w/ Arnabit, tahini, & tomatoes",food
qu5fAPVAp5--doUnsvbRwA,tmB7B9n_9ZW-I7-ONaAG9A,Portobello salad - amazing,food
hPQgdmcErafJH-B5SjWjPw,OwBgQo86CL2GmGX0OIUEEw,Mimosa,drink
dbucN2JyZHZEPKBrOpdBGw,oJvOiVyzqWqOfvaRH_TflA,Marc Broussard New Years Bash,inside
Ro4z92B1MSD2IMpKanfsng,4UPvZxPM7kXZH_1_UrfsFw,,food
tUGnLGXEKoYmf7dMm7UUtw,Hh-Fx4XKNghlHBC8CVD0OQ,Decor Six Mile Bridge,inside
QCxhX_rQOZfKW9KINfQALw,LkmyxPN4L99fSZR76tV7CA,Cost me $7 and change for this lovely duo,food
TX1kkZuB3dMZ-YBmPI-F4A,MQke0whcwgjP25g1yfv3cg,,food
t__MMxyA5lJnndEArprPAQ,fk2yCFXGvy4t-Xliz_o6LQ,Wow,food
AFtXRHeWCOmvbZBvGtAvgQ,2Gik-IBYVBuU3e10pVdkhw,Inside layout!,inside
p6pfoPbgu_OvviyrM3aDYQ,aQxjAaKB-KMjU_cFxNnTTQ,Lobster deviled eggs,food
7fuPn-NSVU-JqF93XZQI2g,p_qSQwShIgQnNxGcajI4-w,,inside
yia40QCcBl5PT-M81GDOFg,O-UOybvMutXl97R3dlvkyA,,food
RlEUqIRqfgTj41tCKF-tQQ,eiuYtZB62adMDVRkDyLQPw,,inside
WOevv8pd0ttITaoxIeY04w,9_Ur9QoNRBU5kc-k84rXrQ,,food
xhZsHceIIAW545UN_HqI0Q,uH7EepS3kXC-63NI0DDbYw,Inside,inside
gMKtP9yMqVkkrvOEwWfyVA,Ko13TpIg_xTh5HWeatnCmA,,food
oeCPE3P95d_lSb9S1Df_lQ,9xdXS7jtWjCVzL4_oPGv9A,Sizzling oysters!,food
hiVsOd405lHpcRRblFtgQw,5Mxa0q08Kn6ZVbmbsLcZDw,Tiramisu,food
ZINQ3ysIZcHIav1jDJysDg,IZv79jZv6el1sBHrG7426g,,inside
UV--6G5cvm-ek2l01n1H7A,6YpNFW5lwEkNtAICp0fwZA,,inside
_-tAcVx2q4IeiICe884U5A,Ppy-UN5RptIog4AvNnAM-g,Peace Maker Po-Boy,food
HzJu9z4gybFM0oKipFZbdg,Mw1Bj-MrIYUMAUwCAGEKeQ,,inside
sikQRZOXDKCilvAg9QhccQ,Uky0DD3LU4C7eyNDhpmOXg,This was one of the events at the Physick House in Old City! We loved the amazing catering staff and,outside
yCcGB0h5iFi8han8sWZ0oQ,103cmgKE0n1Cb8QCEXvbQQ,,drink
CdH_AHslqgZ8bp6Ee2lGqg,my8iGnzOiOO3__WCuRRlbQ,Pesto Arancini,food
f3gXqhF9VUVwKRlm7BBDbg,EsV50Yt0y2y5PDYfTzmGCA,,inside
b0CLpozxIB2fzFuFEy9lTw,poruVZH9V5p3u170Pi3iYg,,food
vx5pRcyqt1KuW8Sh9xbs-A,8pAGj4Sc7YhloW2H6sV30A,classy and relaxing,inside
I5NZoaXU7TPnQsBHP52wuQ,BmwHAMrY-Tdrz6PApscqEg,Cool outdoor patio!,outside
tQJ-Hm8d402fCjLmGGSr1Q,x1CpCXik31TwTtMPMcrcug,Cacio e Pepe,food
fodSfEjY5jkez6ycTVaqcA,q-1ICFSqs2MwDGfe5tX-SQ,lamb meat ball sandwich,food
zLkrgvewRLN-NBcKMAdQqg,wFES5bGDiPANW13hNHnXOQ,creative decor,inside
peMRGD_IsyzGmrpfLjQgVA,KQgCflC8eqJU5kvJkByXzw,Bathroom decor,inside
zO_LjCDFU1MYtBw_TpzhUg,2er_V-oAd7IbQ5YTY56r7A,Vegan burger,food
RJcvdXHEMJJgvXHhkObchQ,HG7K0in4lGJa_LRHCqwvkg,Hors d'oeuvres anyone?,food
R_rbJCPTsYM74yMPixHJog,iwMh1EuW_xRWX0-mA-Vz_w,,inside
dbacdiYBPpBx1AHaJWsxfA,ILyS_g3ogvCkD1-7_A1Bag,Pour over coffees,inside
fVygaXtQ9WQS1J7Vy73mDw,PrTLeauQE62fZBJ6WtSV3Q,,food
S1-PXvv6Aqa0us7tLae1QQ,sKDqswbR_bwxLueSOHqqNA,,inside
-s_O-zocYPayKgepU6lUFQ,pog-n68Vw_8tvHPHB51rZQ,Open space.,inside
4nVNCMK_rxGsVrKRtkkpWQ,Lq0Q1xGTpvj4mrfKt1RQiQ,Other menu,inside
CFXQhB8Se_d542lv1gf2Sw,qMrWq1CimcZlE02mIBH9SQ,Bar Otaku's features Japanese inspired snacks right off the yakitori grill,food
-rClq7i1i_jDoEEsm-_BJw,EaqASiPkxV9OUkvsAp4ODg,Outside front,outside
fqer7boQaVqNQrUBswEG1Q,mLh1NbiTmvIx-4oDqRW03w,Craft House New York Strip,food
nS0SYDAbhf-C6GBfs8k4wQ,I8lz3u94Y-dWft5fVN3IIA,Bourbon Street,drink
_wBqAYzLhgr_67ML2XTiZQ,p_qSQwShIgQnNxGcajI4-w,Hallway connecting entrance and the rest of the building,inside
CLql9uczKUzUZSdiYNsxNg,vwOJ4yZH1I85-T3dJyr2ig,Dining area wall decor,inside
j840h1hlOY9STqa8bpAiPw,cVwr3l3WnGJEMX8NhxcY9g,,inside
OCKUpQcb5ilosgBpoehcDg,KXecZki-_3N7afs6HKWM3A,,food
O4sdbEMTT0OiMHRbF7ReeA,mi63FnVXGeGgasWxUSeRsA,Egg Sandwich,food
w7uR0daAy_SPgqnju89LMw,EUQsxU3wTBFRenWyD6JX4A,,outside
X9RhlgHnax9NEhjDZDQITA,y5PBPekernnQkwwUuTzwSQ,,inside
9y6NxFXYPHmDLUIbKao8FA,fBrlIWYuN9PirCMxzcMg2Q,Beignets,food
7T70oFn6mVgI8E1ajHmLug,aZhwXa17CKUuh7lF8wwFvQ,Breakfast to go,food
p3-SVtNJgXXed70Jp3onWg,d9xIiW-1Ns8tB3sjaBYTAQ,,food
JBmNf1hKh-29ybRrNbo2NA,i7akkU95QVETwwX8D2qH-Q,,food
D4YqJyRaCq7CzFHtB4BFiw,w2-bb8yWX2e7nlvHzArCtQ,Grouper sandwich with a view,inside
rNNOvaprZaEkCGDiI3Sw1A,dGuXwLXcJOS0l-aazD623Q,Cobb salad and kids pizza cauliflower crust,food
ixSVYEQoyZLMvxDYde6Viw,AzJxYiN1OmEphaCPMP2wWA,fried chicken,food
9QR4W73_HoUXze0hAQGiPg,68YNg7QVIglBZYfZ8ZFwSg,,inside
8VOP9pNIn_0ZGpzik7sw8Q,_PvljXZHQlUmL8SuOXF8ug,,food
eKWgObqPxpStwkcf2oQWrg,KscVqYYG7ziAroZhfNb0Ng,,inside
5u74uyBpJL-mvAO0RKh43g,WxB8498ejPtHE7wFa89_fA,Upstairs rooftop bar,inside
PXf0ZFbPP6LjlnqR_ivuaQ,F32Z7yfgklHbiumiI-EDZg,,food
8Q9iNTjSw0DecSTQ4IbjPw,6rOZ16N6YlpLC9_7fDnMLw,Shrimp Kabobs,food
8Z9WSX7M2jcUXVqMm0FphQ,3FPi2yKCIh0Hh3iBg8faYA,Crystal shrimp!!,food
a-8l2iFfyQQoIByeCGEZEA,hHzKMfJe7uuw_7WIEHEwBQ,"Blues brothers statue outside Pjs oyster bar, Indian Rocks Beach",outside
BYQivC35vJv4wdQ2-NKSrg,fivoAD6x6jXJRiEZwhpcEQ,Bucatini with jalapeno and almond pesto.,food
rTOW01d9gtVl86rIVGXT3Q,Cz0wdTZMcRhJjhNy9sp0pw,,drink
D_gTqum7Bcfurhyx4klK4g,CRe_j_zZ9XynzSc2Sc0ggA,,food
zBmCxjPHZM5oOPJyI-hP8w,I7tuRXZyKCB8SWaq3tQVqA,Club area...,inside
yTeRUc-tSQXy4Nj2UKafZA,KvCmKEV_pL0qMmw3Q8Yagg,"Sampler, and the fruit sweet tea !!! Bang'n!!!",food
OENFxEq4u89GCvHGlnRqyA,rMIFsfCYDxoWa7riOksefg,,food
ON0VxUESgPKqH6dbWER09g,aj3ESi3I6WNzGWp3j6OehQ,,food
vZ1CmCveWHxl50MHfLvLUA,kvOorg6F1gnbPmlTtjunsg,,inside
GebyUyz0Wkuudmzok9dWUw,RGXb-3iUuaORNWB_nt_RcQ,,drink
_pe223YSevf9LOm4r2-4qQ,hAZgCi6lPrO3jk6SAyWgKg,,food
QNamoPEnZxw8QMKIsoM-CA,NU1rYG90VUKNvFBMWW8a7Q,Date Night for Two!,food
PvtC27Jn5AWmkxHyK9iomQ,kFxHQcrCEycaWLEOkkoE1A,,inside
wIyGiud8yJccpzerYfmvzQ,VTG4ywxqcw-R_bvRGTYKaA,,inside
nJlrLyS8mY5QxawE3n3AzA,erBjfgY05PFI9UElgguoQQ,Veggie Burger,food
4QbW8Xu6dkiO5ogVuDkxew,KLLO4MTEI2mDwdakz51www,Decor is vintage style.,inside
hOpn-RhKr1lOHnS70PUuQw,BiwzXBmuQX5-P5dW9ZjCMA,,inside
YYKqlTBF0MdMixMVqyYyiA,FryXEasH74MQDnj5Bvz3QA,,food
lok5X4iH6NnuY0NyMFyFVg,NgUst1ex3M2ibDzSb6Xkaw,"Emmy Squared - Queen Village - Philadelphia, Pennsylvania",food
Lzol3uMHNTxbGV3LeqXgCA,XiATUgtzkuxn1IoOwFy1Wg,,food
q_6VPWt5cZbMmOrZiApYWw,9gObo5ltOMo6UgsaXaHPWA,,inside
8y4qO6g5-iIh896OS2-Dtg,WeDn7iD1ckcEg7YttkduWg,,drink
aiHyaRlbXhhIAWQjZtTIzA,59-56qbtgwGigLNNsZiVZQ,My Coco Crusted Mahi,food
S6eTWGuBcTL9Crez4nAKhA,A6_LPH-NIunsga44vhPdbQ,,food
doVqw7-jZeeMtPdx13ZNCw,8uF-bhJFgT4Tn6DTb27viA,,inside
UrlijQsff3B8IEoc9f-u0w,kJmAc845uKH8Z6e1KFZXtA,,food
JKuz4jmKIsC9o8GXMUAKyw,KiwskluQ7tMqZqvuf872vg,,inside
WrwBby5PqxlEPIPP_rWMXg,dzeBiAu0VAaVBbMwcV9GFw,"The Zucchini scramble with mushrooms, red onions, and spinach, served on top of breakfast potatoes. Very delicious!",food
jOB11ccnJg7iYeRPaAnbQQ,_27_xPY4rCw1JEvz3VolCQ,Eggroll Vermicelli- will absolutely be getting again!,food
XAMd_mFvbIENzDSg_uNHrQ,na6kPgbJ8c73JELysDrtuw,,inside
_nuUqfBkyY7zEIEfhWVqwA,FAmVbvlu58BbpVuJlAUuVw,Sam's at the cove!,outside
rYjHiFR27la0gLqG8N_LPA,UbFkHiEt9S-0mUL3RQ5Ghg,,drink
MED-FnMHmWcmX2Squ7J_Kg,UuR_swydJgdnEHeoXqB_Ww,,drink
GgsozmIqGACjT6sjRjo_-Q,PVRs2-0uQYqfdhoCidwA_w,Salt crisp chicken. Definitely the best I ever had! Don't miss it!,food
mJJfFwa_kefo6Ofiu7vEug,v4O1bXBFIkDuH8RY5EzlOA,,food
0a1c8vSsfTtSkMyUrmm4QQ,VVH6k9-ycttH3TV_lk5WfQ,,inside
lFuwvGVB0WZWJ49UtMVHlw,lNTXXh_vrIt705lqDlDp5A,Sygoons & chicken strips,food
J-ueXTWUwgrHcAQDQPUubw,NIb3KBSmm4FivxoerbkwEA,Kitchen,inside
aNVse4aSOh8bT-gpGvGgrw,6zEWIsb6Lhr3BeoC3gm1lw,philly cheesesteak,food
jQuD-5rS8XALKERreKGOBA,TCAaeZi4m_RwUTTbZseRmg,Orecchiette,food
sw0XAlQI0iq7vx1SDS8CqQ,L5LLN0RafiV1Z9cddzvuCw,,outside
NEKwDl28TD3Fb32KiyllXQ,CS_GzUYlEPa6QHTRY224wQ,Order an exceptionally tender center-cut Flo’s Filet grilled with our signature seasoning.,food
qFbTm9-2ZFlBCLU4ZJX48w,qoD6-nDDfEuNPRJipJxpOA,OEB,food
ZVFxSzSw2sTjFgOle41_UQ,-8luB5pJ7d9UOoiF7wikkw,,outside
abBvplw9p18wEkBje3j-oQ,PrYSQ_FVZAXB46KcscmLrw,Roasted Chicken,food
_i9JpJi1TwwvTuoom5oRbQ,HLYdtUB81Pig_uP9LRuq_Q,,outside
bMZJ1VN_JY3MJOxMAGJebw,wl7rFbvRUstwyB2vRDW6IQ,,food
4yPuDSuhzXaTO6fLamtTXg,l8gAoQqqVfphPe9jmIJZ3g,,food
zAJSzDPV3xF0CuaoGwioqw,XXlQSGEySUDafAZJEozl8Q,,food
mYNWMxOhWuL1-azMTDO5dw,4ykhWI_bbzMg2ZXKxxSeGg,,food
ejYrl5rrbRwkkcOkB9BHsQ,lDUKbOWKAVWK11qsjH0fIg,Our most selling Cholle Bhatura,food
wHQL3L9S34CE97oJh5c45Q,b1S2MMrdV1sUc5gBhBZWAQ,,food
_0XXjPWTEoIyHzh7zRXoIA,lrWorn5HakUAu7jvHv20mA,,food
e8V6A4wZJ6mBVkiJnbLurg,DcBLYSvOuWcNReolRVr12A,Charbroiled oysters- A house favorite!,food
lKhmfCSeOG9uOoz-UVL5Xw,kzy0Kf7z1ucbL2sVbfAFsg,,food
6XbL5ZB9wCT4aUG1dOq2Kw,wJiaLWAxfqDeFsmE2cI8tg,,food
v6-wcW9WHXP_pBRrSD5dRA,FuwM02obw0PhqNdZVE6ugg,,inside
oDqF4PcEwSVjwKzDoDzqtw,T96AnQUJBvhs-4v2pxmhTA,,inside
4OwJjqpcILJHGj2rdzXNMA,Bxmhm659VqrQYHc0hiku5w,"Lasagna pizza, my fav",food
AmfV1vJDDL3C_YBl6M66ew,5DJ2sDvM_XRndlB24DnxYw,,outside
Yzm3-Br3jXPWvBegFm2E-g,lJ59yy1n1CHztMN6DsXBQA,Favorita,food
M-7k--57AGTOlrMbNwjTsw,A9rVxmIBtHZRvNhbBaGAWg,Dining Area 1,inside
zqr0GRuMlC_uaE7t-_dm9w,q6hWVlVeiCgMgM22wt1wfw,,food
1CkkxzJRWPBupPxKT341uQ,mwicE5Un-uvqDtWL5wNBcA,Ask for the LongHorn Old Fashioned featuring Rackhouse Small Batch 9yr. Bourbon by Knob Creek specially bottled for LongHorn Steakhouse,drink
jd86g51AW3gtEzJ3Le3rdg,NHdE_ObFj7OjQBB3jjqBNQ,,food
LnNlLIONfzRJrsC01SBcrw,2H27tAaTNGaq3gYuG3HV5A,,food
pxEFKyPW_5nRrjVhU6B9Yw,O0CyCnSFr7cYK78nH2w25Q,,drink
O_qG0KbETnO-3k9GYaUR_g,wa_bwyY57etHjtJ2Fw0E3g,Avocado & Garbanzo Southwest Bowl,food
lp6JdeSKFIgesSZ3pnlBxw,aI3B47Y_AUYFP5K5JAYrlA,,outside
n9G4bYxUag3jOSN15LZRPg,VyVRY6yZ3qD2g-kSbqYerQ,,food
WdiU2gKaNYoMYqeIpzcFeg,nU6LmqtSI08VMKIibEQRMA,Lounge,inside
MSsjWHL9ge8UEnPtU20I3g,EME5hqQLjBD7e2cLryupbA,"Gumbo, charbroiled oysters and the oyster poboy",food
-q2Govh3cMFxIBzzskb28A,DJFxBTBIgYErzKS5cA_LiQ,Philly steak sushi,food
ghnI7InVrnTaivCdvunqmA,qb28j-FNX1_6xm7u372TZA,,food
xE42C7W0dCYCuXCzHu7RCQ,U1Ni64-U1o5ylGO_pqNDMw,This place is wonderful!,inside
-JR-9vr_coEh8UHnVceZNg,feWbeHR9_O0yhxJqmyACXw,The Lounge,inside
RzaTZeKCrUxLEobkUPrMDg,Xv5QKR3DMOhIS4V187yj2Q,,food
FrG8O9wnADbf4ho1X09nkQ,SK8mugK0lNcb0okR5pQ8pQ,,food
yVw94dDqYylFGJzPkuG28g,GIo6CTonm96GbnHqLsw04g,Stage waiting,inside
nyfTSuEpNWC6atYnHYPsBA,zXTO8GaLmRPATr505b4GQQ,Mac n Cheese,food
FOmtD5UC7ktFRnEqUU85kg,PNVbv2kyUIHeJTDPis2gRg,Outdoor seating,outside
WA6u3TUgXWjJPmwpk55Hmw,0ZUPM643ZMhOoE7svE8NDg,Seafood sampler,food
RnplTTLRxwGjBXVxLbc4xw,TohHdYYTPhrYYXNfVLzQ-A,Uni sushi AVAILABLE,food
o75VcpWXd-dqwacn3IvISw,-aZpjNPSNfTXYkLMkQDiKw,Beer and Detroit Style Pizza!,drink
f0M2fetk5_tySEhEnoj-kQ,aOVpnuzdFEIp87NpGyNDkA,,outside
TQ2VZMAqA8Xi15iiT-7zdA,ol6ATB97MdIuhm6yAGOeMQ,Cute neighborhood spot with open air deck seating,outside
hxE5dHAX0EW-nNihZuQ7tQ,ku8cAVBLaF_4rI-yK6gNnQ,Gorgeous building,inside
aSfVNb4EI5qbyURrNA4Fzg,KNEJ8jcsUI7pRLllxZsr2g,Chicken biriyani,food
BUbZJPDpU7MBivCx0vH3wA,RPEMUwN_CDRRToQ_7hxsvA,,food
eolbsB4JJaF3uFKTRM9QvQ,zBT8l6b3wE_H541Msvg4Wg,Front dining area.,inside
W-GkD1LEWUEUzcKue7NlPg,4_-IcMpkF_sBRHomWZHNzA,chocolate cake with pistachio ice cream,food
frIkeCNh7QL2eLLgUfbKqw,9cu2p2Z925hHkWHVyrp1JQ,,food
mMjPbFJRyFWz6WuVz13gTw,2Z4UlKeHAKmxHqbyhj4a_w,,food
qGevZc78aNKs3I67qtXySQ,I_3LMZ_1m2mzR0oLIOePIg,Yeah!,food
NNIcDKTb6bTtwYGI6WBjxw,f7FPMRaMbGiX-CXPaLFCJw,Peking duck.,food
DpxMJmUFN_3uX4HOa453YA,MiAG-Q8SjjHNEnN5MaEEjw,,food
3gsATMbBh2LI33OBAGlzkg,BryQISFnkCdcJET-tpAx3w,,inside
DlLLKCRamToDABFAgs_1_w,CcAtO2dgxzG58x6sze8dlg,praline beignets... amazing,food
VVWN4XVsdLnXkwqedO2AFA,WqteSM1GLr8FXefQcIqT5w,$9 aspargus,food
YVuxI1x5EMwO7twqNNrCyA,JUlsvVAvZvGHWFfkKm0nlg,"brisket, shrimp and chicken tacos.",food
hSkGKfYCTy45lGnSyfq7mg,Ofm7soBEOvHPk3kDDmNOQg,,food
tDkJnIWvuNTmCRxcXbStNw,PlaECqs3oPBRo47p85zkzw,"Hot chicken ""poutine"" (no gravy)",food
uqeBg8BsWG2LOTXYzGh5Vw,YpGPZ-Zg89BsFUWwCXoaBw,,drink
VtBRAd1eCTqKnk-MFjbP_A,kbXpjBSweedxQ1WrlJ5i7Q,Storefront,outside
KrsoBrt1XjKRkvEalwRO4w,jX4IFqmG4mvoQ90AiEk9vw,,food
zoZMnREF7fiMgQtsXiLG-w,sihT-_DtwOdnDDDJbXN22A,"Interesting beer, would drink again. Cheers.",drink
qKSQDNGt1WDO3NzDMzrD4g,jF9F8YegOx_VMyrc9GN3xw,Chicken Fried Steak,food
